,population,access_rate,beta,iteration,pfprunder5,pfpr2to10,pfprall
cal_5000_0.5_0.25_monthly_data_3,5000.0,0.5,0.25,3.0,42.71219506886248,31.992097515773736,22.914283772856137
cal_5000_0.5_0.25_monthly_data_4,5000.0,0.5,0.25,4.0,45.36380526989603,33.27906356952113,23.406433884697307
cal_5000_0.5_0.25_monthly_data_5,5000.0,0.5,0.25,5.0,43.14331928736067,32.756580644181355,23.224836421739507
cal_5000_0.5_0.25_monthly_data_6,5000.0,0.5,0.25,6.0,44.39427890043388,33.39560170999241,23.112901504279737
cal_5000_0.5_0.25_monthly_data_7,5000.0,0.5,0.25,7.0,43.8558440443515,31.897256663477958,23.13147617078319
cal_5000_0.5_0.25_monthly_data_8,5000.0,0.5,0.25,8.0,42.56194181646137,31.189598439693118,22.748273819829105
cal_5000_0.5_0.25_monthly_data_9,5000.0,0.5,0.25,9.0,43.283465194121085,31.66537702568981,22.96429144231774
cal_5000_0.5_0.25_monthly_data_10,5000.0,0.5,0.25,10.0,44.08524280069713,32.32872552238127,23.285195193365254
cal_5000_0.5_0.3_monthly_data_1,5000.0,0.5,0.3,1.0,50.420654664273776,36.358233878926505,26.140484558440097
cal_5000_0.5_0.3_monthly_data_2,5000.0,0.5,0.3,2.0,47.67521351317642,35.145423223515074,24.110559575977963
cal_5000_0.5_0.3_monthly_data_3,5000.0,0.5,0.3,3.0,49.9085479020632,37.004303991990305,25.77485005725961
cal_5000_0.5_0.3_monthly_data_4,5000.0,0.5,0.3,4.0,49.43017527605687,35.908187992008386,25.595767098345636
cal_5000_0.5_0.3_monthly_data_5,5000.0,0.5,0.3,5.0,47.82160225595418,34.953126349834854,25.013942920160293
cal_5000_0.5_0.3_monthly_data_6,5000.0,0.5,0.3,6.0,49.19566377259514,35.659066990785384,25.241621653918454
cal_5000_0.5_0.3_monthly_data_7,5000.0,0.5,0.3,7.0,46.82157985602268,34.47263926548316,24.373988945318573
cal_5000_0.5_0.3_monthly_data_8,5000.0,0.5,0.3,8.0,47.55065126867745,35.602411362870505,24.828500933479177
cal_5000_0.5_0.3_monthly_data_9,5000.0,0.5,0.3,9.0,49.01545245428369,35.5247351553281,25.114665927272554
cal_5000_0.5_0.3_monthly_data_10,5000.0,0.5,0.3,10.0,47.842207876797694,34.43005307672137,24.543386403791825
cal_5000_0.5_0.4_monthly_data_1,5000.0,0.5,0.4,1.0,56.61008392760627,41.53421946725628,29.562624094353257
cal_5000_0.5_0.4_monthly_data_2,5000.0,0.5,0.4,2.0,55.74967388189816,39.81890279038309,28.3175114182723
cal_5000_0.5_0.4_monthly_data_3,5000.0,0.5,0.4,3.0,56.959033184859,41.6606330365229,29.513622078954267
cal_5000_0.5_0.4_monthly_data_4,5000.0,0.5,0.4,4.0,56.43721940741551,41.09740857072032,29.48888752285701
cal_5000_0.5_0.4_monthly_data_5,5000.0,0.5,0.4,5.0,55.91685270284554,41.349550389951794,28.767203643474232
cal_5000_0.5_0.4_monthly_data_6,5000.0,0.5,0.4,6.0,55.676236701921084,40.31787575117489,29.110948417363037
cal_5000_0.5_0.4_monthly_data_7,5000.0,0.5,0.4,7.0,56.3310933568521,40.5117978457698,28.626447324183403
cal_5000_0.5_0.4_monthly_data_8,5000.0,0.5,0.4,8.0,56.80699378469205,41.934287356143614,28.87417831317964
cal_5000_0.5_0.4_monthly_data_9,5000.0,0.5,0.4,9.0,56.23620064025161,41.93433825045948,28.72526832088918
cal_5000_0.5_0.4_monthly_data_10,5000.0,0.5,0.4,10.0,54.04597223946473,39.36432232102511,27.44798732619761
cal_5000_0.5_0.5_monthly_data_1,5000.0,0.5,0.5,1.0,60.92104654750718,45.04437162989549,31.273582578727446
cal_5000_0.5_0.5_monthly_data_2,5000.0,0.5,0.5,2.0,61.67573643536938,45.316880041447824,31.633598522967784
cal_5000_0.5_0.5_monthly_data_3,5000.0,0.5,0.5,3.0,61.23045451188117,44.752182705776455,31.4264117590136
cal_5000_0.5_0.5_monthly_data_4,5000.0,0.5,0.5,4.0,60.17989942037135,44.35123524861444,30.82004662930312
cal_5000_0.5_0.5_monthly_data_5,5000.0,0.5,0.5,5.0,61.885888390550896,44.70070210869357,32.196018496139494
cal_5000_0.5_0.5_monthly_data_6,5000.0,0.5,0.5,6.0,63.35558124951788,46.921279671632895,32.464671866772996
cal_5000_0.5_0.5_monthly_data_7,5000.0,0.5,0.5,7.0,63.59841238586616,46.45065115769365,32.7936556945328
cal_5000_0.5_0.5_monthly_data_8,5000.0,0.5,0.5,8.0,62.4532294780412,45.04219134965507,31.90908625761237
cal_5000_0.5_0.5_monthly_data_9,5000.0,0.5,0.5,9.0,64.4819476436753,46.465583704995254,32.45934078920289
cal_5000_0.5_0.5_monthly_data_10,5000.0,0.5,0.5,10.0,61.84994129820546,44.89650115778958,31.74265669414771
cal_5000_0.5_0.6_monthly_data_1,5000.0,0.5,0.6,1.0,67.6039762825171,49.66028823746617,34.94891926542572
cal_5000_0.5_0.6_monthly_data_2,5000.0,0.5,0.6,2.0,66.74218386173904,49.598582470844285,34.57557261495059
cal_5000_0.5_0.6_monthly_data_3,5000.0,0.5,0.6,3.0,65.72521837844245,47.81920079478133,34.24749267641463
cal_5000_0.5_0.6_monthly_data_4,5000.0,0.5,0.6,4.0,67.45154707054509,49.641058191401214,34.66821299249353
cal_5000_0.5_0.6_monthly_data_5,5000.0,0.5,0.6,5.0,66.92635657962187,48.27773261299458,34.72903606566756
cal_5000_0.5_0.6_monthly_data_6,5000.0,0.5,0.6,6.0,66.37967694125938,48.47273772901291,34.34963643355382
cal_5000_0.5_0.6_monthly_data_7,5000.0,0.5,0.6,7.0,65.09186855960182,48.01564144283682,34.20739996625297
cal_5000_0.5_0.6_monthly_data_8,5000.0,0.5,0.6,8.0,67.3675268579991,49.706609130400544,34.574922329071654
cal_5000_0.5_0.6_monthly_data_9,5000.0,0.5,0.6,9.0,65.77426411514294,48.77973219745914,33.80104349420436
cal_5000_0.5_0.6_monthly_data_10,5000.0,0.5,0.6,10.0,68.12155915098555,51.072405845174615,35.28925889615835
cal_5000_0.5_0.8_monthly_data_1,5000.0,0.5,0.8,1.0,74.04683659087449,56.597163741969574,39.03660116043853
cal_5000_0.5_0.8_monthly_data_2,5000.0,0.5,0.8,2.0,74.49615926300747,57.674320348854145,39.339812586081926
cal_5000_0.5_0.8_monthly_data_3,5000.0,0.5,0.8,3.0,73.38961322372957,55.55911534242504,38.48737106709582
cal_5000_0.5_0.8_monthly_data_4,5000.0,0.5,0.8,4.0,72.3829936494338,55.447985184054346,38.668353323026366
cal_5000_0.5_0.8_monthly_data_5,5000.0,0.5,0.8,5.0,74.54019186949368,55.42352598644454,38.788579512712516
cal_5000_0.5_0.8_monthly_data_6,5000.0,0.5,0.8,6.0,73.46110566443967,54.66386593178447,38.31748401248542
cal_5000_0.5_0.8_monthly_data_7,5000.0,0.5,0.8,7.0,73.36316390894768,56.650676317916094,38.890373118992144
cal_5000_0.5_0.8_monthly_data_8,5000.0,0.5,0.8,8.0,72.73154976995617,53.303733492662296,38.12644036953444
cal_5000_0.5_0.8_monthly_data_9,5000.0,0.5,0.8,9.0,73.86911950928696,56.64532812827065,39.3525476707383
cal_5000_0.5_0.8_monthly_data_10,5000.0,0.5,0.8,10.0,74.80368358749728,55.41400571448545,39.28681539865686
cal_5000_0.5_1_monthly_data_1,5000.0,0.5,1.0,1.0,77.247371427428,59.37673918095113,41.100808342336315
cal_5000_0.5_1_monthly_data_2,5000.0,0.5,1.0,2.0,77.83772257370333,58.91806607377779,42.59911587276718
cal_5000_0.5_1_monthly_data_3,5000.0,0.5,1.0,3.0,77.69893575221091,60.361286738429754,41.76311601104123
cal_5000_0.5_1_monthly_data_4,5000.0,0.5,1.0,4.0,79.4130978829517,60.79452853332142,42.93480148804037
cal_5000_0.5_1_monthly_data_5,5000.0,0.5,1.0,5.0,78.03846367557881,60.58211201818586,42.07316293570617
cal_5000_0.5_1_monthly_data_6,5000.0,0.5,1.0,6.0,78.74483729316373,61.461447788400584,42.28376351605005
cal_5000_0.5_1_monthly_data_7,5000.0,0.5,1.0,7.0,78.87770949724096,61.45531416039233,42.77827034073775
cal_5000_0.5_1_monthly_data_8,5000.0,0.5,1.0,8.0,78.63178505420966,60.57570853745117,43.080861112508444
cal_5000_0.5_1_monthly_data_9,5000.0,0.5,1.0,9.0,77.18727039187394,59.77255704584996,42.06521371320776
cal_5000_0.5_1_monthly_data_10,5000.0,0.5,1.0,10.0,78.80475693409312,60.74037374124875,42.293838903256095
cal_5000_0.55_0.001_monthly_data_1,5000.0,0.55,0.001,1.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_2,5000.0,0.55,0.001,2.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_3,5000.0,0.55,0.001,3.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_4,5000.0,0.55,0.001,4.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_5,5000.0,0.55,0.001,5.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_6,5000.0,0.55,0.001,6.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_7,5000.0,0.55,0.001,7.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_8,5000.0,0.55,0.001,8.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_9,5000.0,0.55,0.001,9.0,0.0,0.0,0.0
cal_5000_0.55_0.001_monthly_data_10,5000.0,0.55,0.001,10.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_1,5000.0,0.55,0.005,1.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_2,5000.0,0.55,0.005,2.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_3,5000.0,0.55,0.005,3.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_4,5000.0,0.55,0.005,4.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_5,5000.0,0.55,0.005,5.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_6,5000.0,0.55,0.005,6.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_7,5000.0,0.55,0.005,7.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_8,5000.0,0.55,0.005,8.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_9,5000.0,0.55,0.005,9.0,0.0,0.0,0.0
cal_5000_0.55_0.005_monthly_data_10,5000.0,0.55,0.005,10.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_1,5000.0,0.55,0.01,1.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_2,5000.0,0.55,0.01,2.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_3,5000.0,0.55,0.01,3.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_4,5000.0,0.55,0.01,4.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_5,5000.0,0.55,0.01,5.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_6,5000.0,0.55,0.01,6.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_7,5000.0,0.55,0.01,7.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_8,5000.0,0.55,0.01,8.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_9,5000.0,0.55,0.01,9.0,0.0,0.0,0.0
cal_5000_0.55_0.01_monthly_data_10,5000.0,0.55,0.01,10.0,0.0,0.0,0.0
cal_5000_0.55_0.0125_monthly_data_1,5000.0,0.55,0.0125,1.0,1.6916085403454073,1.7025088050536394,1.6253060632622036
cal_5000_0.55_0.0125_monthly_data_2,5000.0,0.55,0.0125,2.0,1.1734223797087981,1.13807644924239,1.028312082451971
cal_5000_0.55_0.0125_monthly_data_3,5000.0,0.55,0.0125,3.0,0.9357468385010588,0.9924829719608642,0.9137251848130644
cal_5000_0.55_0.0125_monthly_data_4,5000.0,0.55,0.0125,4.0,0.0,0.0,0.0
cal_5000_0.55_0.0125_monthly_data_5,5000.0,0.55,0.0125,5.0,0.342607046420138,0.40146380687193606,0.3976943552099003
cal_5000_0.55_0.0125_monthly_data_6,5000.0,0.55,0.0125,6.0,0.8423760733377071,0.8447306842226513,0.8111808156716566
cal_5000_0.55_0.0125_monthly_data_7,5000.0,0.55,0.0125,7.0,2.3477172553371877,2.2610441346544743,1.9957579866385604
cal_5000_0.55_0.0125_monthly_data_8,5000.0,0.55,0.0125,8.0,0.6682180152397624,0.7310100461504304,0.7297256214401354
cal_5000_0.55_0.0125_monthly_data_9,5000.0,0.55,0.0125,9.0,1.3384055662949186,1.1293413297627208,1.111885849045708
cal_5000_0.55_0.0125_monthly_data_10,5000.0,0.55,0.0125,10.0,1.7465386413762207,1.670827769643615,1.693543356609181
cal_5000_0.55_0.015_monthly_data_1,5000.0,0.55,0.015,1.0,2.1509406001610945,2.1074370206229567,1.9031451574301563
cal_5000_0.55_0.015_monthly_data_2,5000.0,0.55,0.015,2.0,2.9784972614779757,2.6363560777127715,2.3152649594897725
cal_5000_0.55_0.015_monthly_data_3,5000.0,0.55,0.015,3.0,1.9803459240973542,1.9753998890680167,1.9117502594360956
cal_5000_0.55_0.015_monthly_data_4,5000.0,0.55,0.015,4.0,1.5898107596935978,1.657966544933142,1.4665791522920621
cal_5000_0.55_0.015_monthly_data_5,5000.0,0.55,0.015,5.0,2.201169098016256,1.655612604643367,1.541827658723473
cal_5000_0.55_0.015_monthly_data_6,5000.0,0.55,0.015,6.0,1.6219592024375018,1.7007109354189192,1.7204841008678302
cal_5000_0.55_0.015_monthly_data_7,5000.0,0.55,0.015,7.0,2.3863612314380824,2.0080263230680244,2.0413181412946537
cal_5000_0.55_0.015_monthly_data_8,5000.0,0.55,0.015,8.0,1.6856478280303395,1.404043013676419,1.3073424651995744
cal_5000_0.55_0.015_monthly_data_9,5000.0,0.55,0.015,9.0,2.7504264994575656,2.4691107719474816,2.3232522795803288
cal_5000_0.55_0.015_monthly_data_10,5000.0,0.55,0.015,10.0,2.3936782847876428,2.2486191427560716,2.2042060634495164
cal_5000_0.55_0.02_monthly_data_1,5000.0,0.55,0.02,1.0,3.6085180674156088,3.475018871109882,3.014087403181122
cal_5000_0.55_0.02_monthly_data_2,5000.0,0.55,0.02,2.0,3.929175893762262,3.7393138889411826,3.173473247101292
cal_5000_0.55_0.02_monthly_data_3,5000.0,0.55,0.02,3.0,4.156496922421959,3.5247268111867083,3.157849385082915
cal_5000_0.55_0.02_monthly_data_4,5000.0,0.55,0.02,4.0,4.064522937552803,3.8387311392523404,3.1800611505232292
cal_5000_0.55_0.02_monthly_data_5,5000.0,0.55,0.02,5.0,4.161170772098689,3.989071837288501,3.679532743184668
cal_5000_0.55_0.02_monthly_data_6,5000.0,0.55,0.02,6.0,3.9015622539626533,3.734585413151151,3.524796190495008
cal_5000_0.55_0.02_monthly_data_7,5000.0,0.55,0.02,7.0,3.5204252725433527,3.110838372806113,3.1726821621030266
cal_5000_0.55_0.02_monthly_data_8,5000.0,0.55,0.02,8.0,3.4699183029518266,3.2958822445842126,2.8755756312444993
cal_5000_0.55_0.02_monthly_data_9,5000.0,0.55,0.02,9.0,3.26178680521188,2.8626305308632225,2.5407199689267235
cal_5000_0.55_0.02_monthly_data_10,5000.0,0.55,0.02,10.0,3.6666287055709996,3.4695089731123137,3.0393902989348898
cal_5000_0.55_0.03_monthly_data_1,5000.0,0.55,0.03,1.0,7.332502969477649,6.000173719878798,5.379375760482252
cal_5000_0.55_0.03_monthly_data_2,5000.0,0.55,0.03,2.0,6.731641355702108,6.164321035586629,5.141225013297111
cal_5000_0.55_0.03_monthly_data_3,5000.0,0.55,0.03,3.0,5.720055640108401,4.940434795434222,4.533980805511952
cal_5000_0.55_0.03_monthly_data_4,5000.0,0.55,0.03,4.0,6.587772758874002,5.730084378354967,5.347646505092296
cal_5000_0.55_0.03_monthly_data_5,5000.0,0.55,0.03,5.0,6.854469417160689,6.164084552804773,4.960979504859925
cal_5000_0.55_0.03_monthly_data_6,5000.0,0.55,0.03,6.0,6.574576705510158,5.849946287383802,4.637921350942057
cal_5000_0.55_0.03_monthly_data_7,5000.0,0.55,0.03,7.0,7.3142605259669935,6.703109475345955,5.37365102360564
cal_5000_0.55_0.03_monthly_data_8,5000.0,0.55,0.03,8.0,5.452853916304054,4.618663969058423,4.044476374092958
cal_5000_0.55_0.03_monthly_data_9,5000.0,0.55,0.03,9.0,6.787100244657523,5.754647702972171,4.9429905060304735
cal_5000_0.55_0.03_monthly_data_10,5000.0,0.55,0.03,10.0,7.331090802844735,6.323880819377119,5.276253112959206
cal_5000_0.55_0.04_monthly_data_1,5000.0,0.55,0.04,1.0,10.35736484351568,8.723590800186011,7.115556084068152
cal_5000_0.55_0.04_monthly_data_2,5000.0,0.55,0.04,2.0,9.1420327727191,7.843546677369699,6.453381906850448
cal_5000_0.55_0.04_monthly_data_3,5000.0,0.55,0.04,3.0,9.001543378819136,7.632848731859677,6.722616590672337
cal_5000_0.55_0.04_monthly_data_4,5000.0,0.55,0.04,4.0,7.8837525337813625,6.3319891345456405,5.680748293538628
cal_5000_0.55_0.04_monthly_data_5,5000.0,0.55,0.04,5.0,8.242748091821378,6.924367989312622,6.268166350318308
cal_5000_0.55_0.04_monthly_data_6,5000.0,0.55,0.04,6.0,10.822462293273981,8.633556405580999,7.093217343721496
cal_5000_0.55_0.04_monthly_data_7,5000.0,0.55,0.04,7.0,9.206100130927249,7.7107941017751465,6.6576518978184325
cal_5000_0.55_0.04_monthly_data_8,5000.0,0.55,0.04,8.0,9.267979946102978,8.001597781798344,6.523778492340998
cal_5000_0.55_0.04_monthly_data_9,5000.0,0.55,0.04,9.0,8.09080979242442,6.9783753472319034,5.973784562670961
cal_5000_0.55_0.04_monthly_data_10,5000.0,0.55,0.04,10.0,9.457740119855249,7.7230677563297645,6.401878260720412
cal_5000_0.55_0.05_monthly_data_1,5000.0,0.55,0.05,1.0,13.858669636204636,10.992773116893792,9.082487558788705
cal_5000_0.55_0.05_monthly_data_2,5000.0,0.55,0.05,2.0,11.44703907350133,10.37540443064728,8.11956502387011
cal_5000_0.55_0.05_monthly_data_3,5000.0,0.55,0.05,3.0,12.524907127332774,9.949164091693033,8.26654827697554
cal_5000_0.55_0.05_monthly_data_4,5000.0,0.55,0.05,4.0,11.049772193918614,9.002154724449747,7.90469624059213
cal_5000_0.55_0.05_monthly_data_5,5000.0,0.55,0.05,5.0,10.752648531200805,9.321434742158432,8.079059490306202
cal_5000_0.55_0.05_monthly_data_6,5000.0,0.55,0.05,6.0,12.969979327715455,10.453998395914327,8.6567984170811
cal_5000_0.55_0.05_monthly_data_7,5000.0,0.55,0.05,7.0,10.758191779998022,8.836066532150934,7.595994575774466
cal_5000_0.55_0.05_monthly_data_8,5000.0,0.55,0.05,8.0,12.239569423083104,9.903357542386422,7.975792384660376
cal_5000_0.55_0.05_monthly_data_9,5000.0,0.55,0.05,9.0,12.986530730017465,10.235065298818606,8.739302102858458
cal_5000_0.55_0.05_monthly_data_10,5000.0,0.55,0.05,10.0,10.787523554020801,8.854170020915978,7.38825680353438
cal_5000_0.55_0.1_monthly_data_1,5000.0,0.55,0.1,1.0,20.75172378741972,16.802664954019054,13.331010762854731
cal_5000_0.55_0.1_monthly_data_2,5000.0,0.55,0.1,2.0,21.209320009302317,16.88371852436344,13.248014928710603
cal_5000_0.55_0.1_monthly_data_3,5000.0,0.55,0.1,3.0,24.541654460888193,19.234641430314785,14.305826699758155
cal_5000_0.55_0.1_monthly_data_4,5000.0,0.55,0.1,4.0,23.6131309775329,18.566718386032438,14.54301536296592
cal_5000_0.55_0.1_monthly_data_5,5000.0,0.55,0.1,5.0,24.795498331542387,19.603414825744142,14.824928678834583
cal_5000_0.55_0.1_monthly_data_6,5000.0,0.55,0.1,6.0,21.50369750655709,16.880961902577692,13.47890365927474
cal_5000_0.55_0.1_monthly_data_7,5000.0,0.55,0.1,7.0,22.210867177102234,17.699939349201983,13.874002390369562
cal_5000_0.55_0.1_monthly_data_8,5000.0,0.55,0.1,8.0,25.449504692968727,19.47447417884808,15.203526078934544
cal_5000_0.55_0.1_monthly_data_9,5000.0,0.55,0.1,9.0,24.727085194142305,18.735579770050233,14.653674390989616
cal_5000_0.55_0.1_monthly_data_10,5000.0,0.55,0.1,10.0,21.914474965135426,17.178813387234886,13.41878540681968
cal_5000_0.55_0.15_monthly_data_1,5000.0,0.55,0.15,1.0,30.543935449118123,23.235843036921946,17.515956740395207
cal_5000_0.55_0.15_monthly_data_2,5000.0,0.55,0.15,2.0,32.25636237467303,24.557355503639073,18.231816849107005
cal_5000_0.55_0.15_monthly_data_3,5000.0,0.55,0.15,3.0,33.43731948859854,24.92579972013149,19.177895127181362
cal_5000_0.55_0.15_monthly_data_4,5000.0,0.55,0.15,4.0,30.26206391602955,23.57611569226701,17.945783441550024
cal_5000_0.55_0.15_monthly_data_5,5000.0,0.55,0.15,5.0,29.290194223653685,22.964205796344107,17.31491194087136
cal_5000_0.55_0.15_monthly_data_6,5000.0,0.55,0.15,6.0,31.623675642230026,24.508015989641425,18.32134848971513
cal_5000_0.55_0.15_monthly_data_7,5000.0,0.55,0.15,7.0,31.096695949007827,24.88924000051954,18.501456117869363
cal_5000_0.55_0.15_monthly_data_8,5000.0,0.55,0.15,8.0,30.723705698663498,23.60030731985691,17.992053635873308
cal_5000_0.55_0.15_monthly_data_9,5000.0,0.55,0.15,9.0,29.990180686994904,23.7110297449704,17.43362269237135
cal_5000_0.55_0.15_monthly_data_10,5000.0,0.55,0.15,10.0,30.152530671067794,23.445712035615216,17.978952016607188
cal_5000_0.55_0.2_monthly_data_1,5000.0,0.55,0.2,1.0,39.33503794314654,29.086547805967403,21.06164426042947
cal_5000_0.55_0.2_monthly_data_2,5000.0,0.55,0.2,2.0,37.92828581312103,29.559677947064415,20.960242575191554
cal_5000_0.55_0.2_monthly_data_3,5000.0,0.55,0.2,3.0,36.13706493735083,27.76543447986155,20.37482862150899
cal_5000_0.55_0.2_monthly_data_4,5000.0,0.55,0.2,4.0,36.50477356186315,27.918826289253772,20.381711777464666
cal_5000_0.55_0.2_monthly_data_5,5000.0,0.55,0.2,5.0,37.867331978602,28.57159533984424,21.138827267357478
cal_5000_0.55_0.2_monthly_data_6,5000.0,0.55,0.2,6.0,37.96058872082574,29.905614105629443,20.584688111825283
cal_5000_0.55_0.2_monthly_data_7,5000.0,0.55,0.2,7.0,39.35418299374618,29.564311038020943,21.836887228913103
cal_5000_0.55_0.2_monthly_data_8,5000.0,0.55,0.2,8.0,38.68347044137377,29.053074813315607,21.492908161681996
cal_5000_0.55_0.2_monthly_data_9,5000.0,0.55,0.2,9.0,37.87940115300356,28.29280414991078,20.845197585691356
cal_5000_0.55_0.2_monthly_data_10,5000.0,0.55,0.2,10.0,39.16513642524405,29.57032076751675,21.43446634534744
cal_5000_0.55_0.25_monthly_data_1,5000.0,0.55,0.25,1.0,43.501493365093495,31.797951011276144,23.345773997696895
cal_5000_0.55_0.25_monthly_data_2,5000.0,0.55,0.25,2.0,42.4567306712702,31.704352295294385,23.238580703312948
cal_5000_0.55_0.25_monthly_data_3,5000.0,0.55,0.25,3.0,43.05307201680139,33.07798939928383,23.11496653322037
cal_5000_0.55_0.25_monthly_data_4,5000.0,0.55,0.25,4.0,44.5038608425696,32.693857269245306,23.251712399112844
cal_5000_0.55_0.25_monthly_data_5,5000.0,0.55,0.25,5.0,42.72735269736632,31.665785941061827,23.561151482777458
cal_5000_0.55_0.25_monthly_data_6,5000.0,0.55,0.25,6.0,41.54941827858239,31.829850247271594,22.73085203375554
cal_5000_0.55_0.25_monthly_data_7,5000.0,0.55,0.25,7.0,43.83777780973866,32.613566600702946,23.38566312337649
cal_5000_0.55_0.25_monthly_data_8,5000.0,0.55,0.25,8.0,40.71938764491443,30.88814590592077,22.48554344893824
cal_5000_0.55_0.25_monthly_data_9,5000.0,0.55,0.25,9.0,43.31912996384878,32.15254992910397,23.194808516865823
cal_5000_0.55_0.25_monthly_data_10,5000.0,0.55,0.25,10.0,44.09832721470837,32.67775809940479,23.583089233333933
cal_5000_0.55_0.3_monthly_data_1,5000.0,0.55,0.3,1.0,47.5059043818757,36.146741156551535,24.915403283526427
cal_5000_0.55_0.3_monthly_data_2,5000.0,0.55,0.3,2.0,46.930084497258946,34.28939529910877,24.59449572061092
cal_5000_0.55_0.3_monthly_data_3,5000.0,0.55,0.3,3.0,47.51916857553593,35.82052664773345,25.891475835645323
cal_5000_0.55_0.3_monthly_data_4,5000.0,0.55,0.3,4.0,49.52734171980407,36.7630969850914,25.733166965414153
cal_5000_0.55_0.3_monthly_data_5,5000.0,0.55,0.3,5.0,48.312315097171364,34.68798600201397,24.742145464496115
cal_5000_0.55_0.3_monthly_data_6,5000.0,0.55,0.3,6.0,45.73459626169868,33.58346087939712,24.333344402826523
cal_5000_0.55_0.3_monthly_data_7,5000.0,0.55,0.3,7.0,48.41042769968641,35.731646708116934,25.51481201967523
cal_5000_0.55_0.3_monthly_data_8,5000.0,0.55,0.3,8.0,48.910925508422224,36.04480991992103,26.108711501889616
cal_5000_0.55_0.3_monthly_data_9,5000.0,0.55,0.3,9.0,47.58293550493652,35.488080540868545,25.57000547285229
cal_5000_0.55_0.3_monthly_data_10,5000.0,0.55,0.3,10.0,48.74981349046533,36.730642131679275,25.85090260708331
cal_5000_0.55_0.4_monthly_data_1,5000.0,0.55,0.4,1.0,54.583137160399154,40.345045099733404,28.53735797568885
cal_5000_0.55_0.4_monthly_data_2,5000.0,0.55,0.4,2.0,55.032940242672574,41.24810676327796,28.499130469095675
cal_5000_0.55_0.4_monthly_data_3,5000.0,0.55,0.4,3.0,55.28086059084686,41.06753376748689,28.17665004431591
cal_5000_0.55_0.4_monthly_data_4,5000.0,0.55,0.4,4.0,55.223057471560104,41.856929707966366,29.086768694557545
cal_5000_0.55_0.4_monthly_data_5,5000.0,0.55,0.4,5.0,56.19974623653868,41.23248817971034,29.70586023865283
cal_5000_0.55_0.4_monthly_data_6,5000.0,0.55,0.4,6.0,53.72532746125592,39.82233333790628,27.72933098504738
cal_5000_0.55_0.4_monthly_data_7,5000.0,0.55,0.4,7.0,54.683791029141595,40.44078669080534,28.24523156628489
cal_5000_0.55_0.4_monthly_data_8,5000.0,0.55,0.4,8.0,55.175506362584656,41.23365393184263,28.500748442973137
cal_5000_0.55_0.4_monthly_data_9,5000.0,0.55,0.4,9.0,55.96416377345304,41.727285043962276,29.06707503311212
cal_5000_0.55_0.4_monthly_data_10,5000.0,0.55,0.4,10.0,53.0309552824939,39.30553612780373,27.555281601265204
cal_5000_0.55_0.5_monthly_data_1,5000.0,0.55,0.5,1.0,62.95742987449267,47.32889148432698,32.71363584068169
cal_5000_0.55_0.5_monthly_data_2,5000.0,0.55,0.5,2.0,62.34818698398694,46.52476600275375,32.319312109817936
cal_5000_0.55_0.5_monthly_data_3,5000.0,0.55,0.5,3.0,61.130597059358415,46.1087702510834,32.60838147323859
cal_5000_0.55_0.5_monthly_data_4,5000.0,0.55,0.5,4.0,61.24106898936024,46.17297652072211,31.94469968202644
cal_5000_0.55_0.5_monthly_data_5,5000.0,0.55,0.5,5.0,61.74667871219098,43.992304554495036,31.804538777605583
cal_5000_0.55_0.5_monthly_data_6,5000.0,0.55,0.5,6.0,59.09064509513431,43.246247276500696,31.23476615334545
cal_5000_0.55_0.5_monthly_data_7,5000.0,0.55,0.5,7.0,58.10705127100179,43.57954849554867,30.830504898914228
cal_5000_0.55_0.5_monthly_data_8,5000.0,0.55,0.5,8.0,61.66501293678451,46.372393984382846,31.913128083947424
